Comment ID,Commenter Name,Comment Text,Comment Time
4.97E+14,Nazmul Hasan,পাগলের ঠিকই বলে বিজেপির সাংবাদিক গুলো পার্টি ছাগলের মতন পেপে করতেই জানে। এদের তো কোন খেয়েদেয়ে কাজ ধান্দা থাকেনা সব সময় এদের কাজ হল দেশজুড়ে দাঙ্গা করা এটা দেশের উন্নতি কি করে করব সে চিন্তা থাকে না এদের সবগুলো মূর্খোর দল,12/8/2024 18:00
1.35E+15,Soumen Ghosh,Joy Sree Ram,12/8/2024 18:00
1.17E+15,Rakesh Samanta,Kolkata gar maralo,12/8/2024 10:00
4.65E+14,Aritra Mondal,আমরা ফারাক্কা দিয়ে মুতলে তোরা ভেসে যাবি 🤣🤣🤣,12/8/2024 18:00
1.77E+15,Amiya Das,বাংলাদেশের লোকেরা জানিনা তৈরি করতে পারে না শালা প্যান্ট পরতে পারে না,12/8/2024 12:00
9.38E+14,Tawkib Molla,তোগো মাথায় কি গু ❓,12/8/2024 11:00
1.11E+15,Ankita Sarker,"না খেয়ে খেয়ে,পাগল হয়ে গেছে।",12/8/2024 15:00
8.80E+14,Nitai Sarkar,Aaso Uttar Pradesh e Baba Radey,12/8/2024 10:00
1.64E+15,Kartick Talukdar,দাদুর 20 টাকার মাল মাথায় উঠে গেছে,12/8/2024 10:00
1.24E+15,Debasis Rana,ইউরিন সরকার,12/8/2024 18:00
4.52E+14,Ratan Mondal,ফেস বুক ফটোর ফটোর তোদের হলে বিচি আছে যদি থাকে তাহলে ভারতে কিছু তো করে দেখা তাহলে বুজবো তোদের হলে বিচি আছে 🤣🤣🤣🤣🤣🤣🤣,12/8/2024 13:00
2.76E+16,Naser Prodhan,"ভারতে নির্বিচারে চলছে সংখ্যা লঘু মুসলিম নির্যাতন।
একের পর এক মসজিদ বন্ধ করে দিচ্ছে দেশটির পুলিশ। বেছে বেছে মুসলিমদের টার্গেট করছে ভারতের পুলিশ।",12/8/2024 9:00
4.44E+14,Raju Haldar,আমাদের কলকাতা,12/8/2024 10:00
8.96E+14,Narattam Halder,একেই বলে ফুল তারকাটা,12/8/2024 15:00
7.92E+15,Bappa Das,আরে পাগল বুড়ো তোর বয়স হয়ে গেছে বলে মাতার তার কেটে গেছে🤣,12/8/2024 13:00
5.59E+14,Prahlad Singh,Toder baba dum nahi,12/8/2024 13:00
1.10E+15,Litan Mondal,"1971 jonmo to tai
Babar ktha mnapracha",12/8/2024 11:00
1.78E+15,Kamolesh Roy,"কিবলে,,দাদা,ভাই
, 🌍😐",12/8/2024 15:00
8.94E+14,Nayan Chowdhury,Hader put aa full pagol pora bangaladesh pagol goro khowra dall...,12/8/2024 13:00
5.83E+14,Abu Horiara,"বিহার, ত্রিপুরা, বাংলা, আসাম, মনিপুর, নিয়ে নতুন বাংলাদেশ করা হবে",12/8/2024 12:00
9.86E+14,Chhanddan Thakur,Amader sealdah e hawrah statione ja iidur ache tarai toder nunu kheye ses kore debe ......hulochoda,12/8/2024 12:00
1.09E+15,Suvendu Nath,Abal chelo jantam ato din dhore abr to dheakche pagol hoye geche🇧🇩😜😜🥳,12/8/2024 11:00
1.74E+15,Kusum Halder,Pagol,12/8/2024 13:00
5.69E+14,Gopal Bhunia,এরা পাগল হয়ে গেছে,12/8/2024 13:00
6.06E+14,Sanjoy Mondal,পশ্চিম বঙ্গের যা লোকজন আছে যদি মুতে দেয় বাংলাদেশের মানুষের মারা যাবে,12/8/2024 15:00
5.23E+14,Ananda Barman,💔Matha thik aache tomader Banlades💔,12/8/2024 20:00
5.30E+14,Ranjit Kayal,Salar mone hoy pet garam hoye che,12/8/2024 13:00
1.13E+15,সাথী হারা জীবন,পাগলচোদা কলকাতা দখল করবে😄,12/8/2024 13:00
5.59E+14,Dipok Mahalder,ভাই ও স্টোক করল। একটা প্রেসারের বড়ি দেন।,12/8/2024 11:00
5.91E+14,Biswajit Dasthakur,পাগল চোদা সৈনিক 😂,12/8/2024 11:00
1.74E+15,Pabitra Sing,"পাগলের বাব, আস্ত ছাগল।",12/8/2024 15:00
9.70E+14,Mrinal Mondal,MANUS PAGOLHOLE AROKOM HOY,12/8/2024 14:00
1.39E+15,Litan Mondal,Murkho ka ja sanata chakri diacha,12/8/2024 11:00
1.12E+15,Maruf Sk,Pagol,12/8/2024 13:00
5.97E+14,Gosai Ghosh,Joy Shree Ram,12/8/2024 13:00
1.48E+15,Krishna Mandal,হরে কৃষ্ণ,12/8/2024 17:00
1.29E+15,Tutul Dutta,বোকাচোদার দল ফুল বাড়িতে গেট খুলে দিলে কোথায় চলে যাবি,12/8/2024 12:00
9.27E+14,Chatterjee Subrata,প্রাক্তন সেনা হাই-পেসার এর পেসেন্ট মনে হয় ।,12/8/2024 13:00
3.83E+15,Kumar Mal,Ak bar dakta chiy,12/8/2024 23:00
6.01E+14,Ƀĩȿɯạɉĭṱ Mầʟîĸ,Ay boka choda toder chire kheye mobo poshchim bangla r manus,12/8/2024 12:00
1.75E+15,Alok Bunti Bag,Or matai jal dal,12/8/2024 10:00
1.30E+15,Subha Roy,Bangladesh Dimer vitore Aashe😂😂,12/8/2024 19:00
9.28E+14,Sachin Barman,Dadu tomar dat khule pore jabe aktu samle kotha balun😁😁😁,12/8/2024 13:00
9.01E+14,Aditya Chatterjee,Hizradesh,12/8/2024 12:00
5.55E+14,Prabir Ghosh,Kichoo deen jabot valo mondo na khete na pere gass hoe geche ei muhurte amader india ar ekta baad chere dile ki korbe,12/8/2024 13:00
1.52E+15,Surajit Banerjee,উনিতো তো ঠিক করে কথা বলতে পারেনা উনি আবার কলকাতা কিভাবে দখল করবে 😂😂😂,12/8/2024 11:00
2.94E+15,Akas Das,ছিঁরে আঁটি বেঁধে রাখবে। আমরা চুঁড়ি পরে বসে আছি মনে হয়।,12/8/2024 10:00
1.10E+15,Amal Das,Bharat Sarkar Bangla desh ke land Dhara le theek chalo Joy shree Ram mode ge kukur ke kukur mutton Salman Quora,12/8/2024 12:00
2.10E+15,Prasanta Naskar,হাঁপানি হয়েছে,12/8/2024 12:00
1.11E+15,Anarul Gharami,Republic kuttar baccha,12/8/2024 12:00
1.13E+15,Prodipta Mallika Sardar,লন্ডনে মনে হয় ভাটভুক্ত এজন্যই লন্ডন থেকে তাড়িয়ে দিয়েছে,12/8/2024 10:00
1.27E+15,Dipak Kumar Biswas,জয় শ্রী রাম,12/8/2024 23:03
1.16E+15,Khalek Sk,Bal katte parbi na,12/8/2024 22:00
1.13E+15,Raju Sarkar,khapa hoya gala,12/8/2024 12:00
4.82E+14,Nikhil Biswas,Eni nirghat bolir batha hoyechhen.,12/8/2024 17:00
4.32E+14,Dulal Mallik,"কিছু কিছু ব্যাপারে আমার খটকা লাগছে, মমতা আবার বাংলাদেশের হাতে আমাদেরকে বিক্রি করে দেয় নি তো।",12/8/2024 13:00
4.99E+14,Shubho Shubho,খানকির ছেলে কোলকাতায় আই তোর মাকে মাসি বলবো।,12/8/2024 13:00
8.73E+14,Subrata Pal,পুরোটাই পাগল,12/8/2024 16:00
1.13E+15,Raja Roy,Eder theke amader sekha Uchit.. akota,12/8/2024 11:00
3.97E+15,জি এম,তোরা সৈনিক এতদিন মরিস না এইবার শালা তোরা মরবি ইন্ডিয়া সঙ্গে পাঙ্গা নিয়া তোর চুলগুলো পড়ে থাকবে কিন্তু মাথা থাকবে না।,12/8/2024 20:00
1.09E+15,Atanu Mondal,Akono westbengal Archary asociocion and India Archary asocison akhono mara jaini all archari asocison mate namle palanor poth pabi na.,12/8/2024 14:00
2.73E+15,Parimal Vishwas,বাংলাদেশ পাগলা হয়ে গেছে।,12/8/2024 11:00
1.65E+15,Sajal Sarker,জয়ের টাকা খেয়ে স্বৈরাচার আওয়ামী লীগের দালালি করা সারাদিন,12/8/2024 9:00
8.87E+14,Babul Sutradhar,Kolkata ki toder baper sampatti chaile paya jai sala,12/8/2024 22:00
3.84E+15,Ratna Barmam,Bangladesh holo matha mota murkher des,12/8/2024 17:00
1.83E+15,Biswajit Barui,জয় শ্রী রাম,12/8/2024 13:00
1.10E+15,Litan Mondal,Dada hapanir tan utacha kolkata asar aga na hatfal kra,12/8/2024 12:00
7.54E+14,Biplab Saha,Sob pagol ki Bangladesh eai,12/8/2024 11:00
3.29E+14,Subhas Kayal,মালটা ফূল পাগল😆😆😆🤣🤣,12/8/2024 13:00
3.03E+14,মিলটন সাহা সাহা,পাগল,12/8/2024 10:00
6.05E+14,Aidul Shaikh,তোর বাপের কলকাতা,12/8/2024 17:00
4.65E+14,Soumitra Bhattacharjee,Kukur voi pele dake,12/8/2024 16:00
9.48E+14,RajKumar Dolui,ওরা ছিঁড়বে,12/8/2024 13:00
1.11E+15,Sankar Mondall,তুমি লন্ডন থেকে চুল্লু খেয়েছো,12/8/2024 10:00
1.11E+15,Arpita Mondal,আরে পালা চৌদা,12/8/2024 12:00
3.82E+14,সুমন সুমন,"আরে, আমাদের কলকাতা পুলিশে জব্দ করে দেবে। সেনাবাহিনীর প্রয়োজন হবে না আমাদের কলকাতা পুলিশে ঢাকা দখল করে নেবে।",12/8/2024 10:00
5.67E+14,Kritika Roy,Magir bacha ra,12/8/2024 14:00
1.26E+15,Chanchal Manna,"পিপিলিকার পালক্য গজিয়েছেবাংলাদে
শের",12/8/2024 13:00
1.99E+15,Suman Adhikari,O sala matal.,12/8/2024 10:00
2.14E+15,Parimal Kundu,পাগলে কিনা বলে ছাগলে কিনা খায়,12/8/2024 20:00
9.86E+14,Sujan Biswas,Sala মাতাল 😂😂😂😂,12/8/2024 21:00
8.92E+14,Amiya Mandal,বাউটার।মুখ টাইম হবে না,12/8/2024 12:00
9.69E+14,Biswajit Deb,বোকা।,12/8/2024 11:00
1.13E+15,Avijit Mondal,বড়ো পাগোল,12/8/2024 21:00
1.22E+15,Maha Dev Dolai Deba,ওরা মানুষ না,12/8/2024 12:00
1.38E+15,Milan Seka,তোর বাড়ি কোথায় রে ভাতিজা,12/8/2024 19:00
1.36E+15,Bhajan Kr Halder,বাংলাদেশের যে লোকটা বক্তব্য রাখছে ওকে হার্টের চেকআপ করার নাইলে হার্ট অ্যাটাক হয়ে যাবে,12/8/2024 13:00
9.22E+14,Arindam Kayal,Faltu footage diye ki hobe,12/8/2024 11:00
1.11E+15,Debasish Mondal,ইন্ডিয়া এখনি জল ছাড়লে বাংলাদেশ ডুবে গিয়ে সব ঠান্ডা হয়ে যাবে 🤣🤣🤣🤣🤣,12/8/2024 23:00
9.89E+14,Gautam Singha,Full pagla,12/8/2024 13:00
1.14E+15,Maha Dev Dolai Deba,আমরা আছি কবে যাবো বলবেন,12/8/2024 13:00
3.76E+14,Haripada Mandal,বয়স হয়ে গেছে তাই বুর পাগল হয়ে গেছে 😁,12/8/2024 13:00
1.22E+15,Tapas Pramanik,Hege dhute jane na ...era abar kalkatay asbe,12/8/2024 9:00
3.51E+15,Susanta Barman,পিপীলিকার পাখা গজায় মরিবার তরে.,12/8/2024 19:00
2.52E+15,Amalesh Das,Matha ta dakha bokachoda,12/8/2024 12:00
1.07E+15,Tapan Das,"বাংলাদেশ কে বলছি, পাকিস্তান আপনাদের কে কোন ব্র্যান্ড এর এলকোহল খায়েছে 🤣🤣🤣একটু বলবেন 🤣 চড়ে গেছে 😄😄😄",12/8/2024 11:00
9.48E+14,Prodip Mundo,পাগল,12/8/2024 10:00
8.88E+14,Siva Contresan,বাংলাদেশ আমাদের কাছে চুনোপুটি জলের গেট খুলে দেই ওরা ভিজে যাবে,12/8/2024 12:00
1.29E+15,Shankar Naskar,জয় শ্রী রাম,12/8/2024 14:00
1.21E+15,Dip Rajbongshi,Ader ke balo ta na halo atek mere dibo😝😝😝😝😝 madarchod,12/8/2024 12:00
6.11E+14,Tapas Pramanik,Ase dakh tar pore bujhte parbi ...,12/8/2024 9:00
1.83E+15,Mahasin Ali,Tora Bangladesh ar ra ki pagol naki vi toder bal gejeche ki kolkata dokhol korar kotha vabos pessab kore dile Tora dibe jas sala ra,12/8/2024 11:00
4.62E+14,Mamon Basu,কথা বলতে বলতে যে হাপিয়ে যাচ্ছে ।আবার কলকাতা দখল করবে ।শালা কাটুন,12/8/2024 16:00
9.61E+14,Basudeb Mandal,Joy shree ram,12/8/2024 12:00
1.37E+15,Susmita Tripura Tripura,জয় শ্রী রাম।,12/8/2024 17:00
1.31E+15,Suvendu Nath,Kau onake oxygen de Kano kichu hoye gele abr bolbe 🇮🇳 jonno hoyche,12/8/2024 11:00
1.29E+15,Ananda Saha,এনাকে পাগলা গারদে দেওয়া দরকার মাথাটা খারাপ হয়েছে,12/8/2024 11:00
1.57E+15,Krishna Mandal,পেটের ক্ষ্যাপা,12/8/2024 17:00
1.10E+15,Meghna Sultana,Mukh diye valo kore kotha ber hoina tara abar Kolkata dokhol korbe 😏,12/8/2024 15:00
9.06E+14,Saidur Rodish,তোদের কে এক কথাতেই আধাপেটা করে রেখেছি দেখতে পাচ্ছিনা,12/8/2024 9:00
1.11E+15,Sanyashi Sardar,Age kolkatay ai tar por kotha hobe,12/8/2024 20:00
6.02E+14,Subir Kumar Mondal,Bal Chari nabin.,12/8/2024 12:00
1.35E+15,Bapi Barman,B.chirbi,12/8/2024 11:00
6.15E+14,Indra Ghosh,Sala pagla c k b r m b a,12/8/2024 9:00
5.93E+14,Kartik Biswas,DADA ASSAN KOLKATA TA,12/8/2024 18:00
9.09E+15,Saiful Islam,PAGOLE KI NA BOLE,12/8/2024 16:00
8.94E+14,Abhi Aquarium,Fokcddo benladesh,12/8/2024 13:00
1.09E+15,Prabhat Maity,Sala ke golf kore mar,12/8/2024 11:00
1.09E+15,Dipak Bhattacharjee,কলকাতার বাল ছিড়ে তাল গাছে উঠাবে ইউনু,12/8/2024 21:00
5.04E+14,Bikash Chandra Mistri,বাংলা দেশ ছেড়ে পালাবে ওই পাগলা সৈনিক। ওর মাথার চিকিৎসা করতে হবে।,12/8/2024 13:00
4.02E+15,Sourav Das,Dom a6e ami be6e a6i,12/8/2024 12:00
8.87E+14,Tapan Mondal,Kothakar pagal choda a,12/8/2024 12:00
1.45E+15,Khokan A Sarkar,Bal falave,12/8/2024 18:00
1.11E+15,Santanu Koley,এরাসব তারকাটা গানডু,12/8/2024 15:00
1.63E+15,Radhapada Bera,Pagol ar polap,12/8/2024 13:00
9.34E+14,Bubai Das,পিপিলিকার পাখনা হয় মরিবার তরে,12/8/2024 11:00
1.10E+15,Debajyoti Naga,Ok kau jol da Mora ja akhuni 🤣🤣🤣🤣🤣,12/8/2024 21:00
9.36E+14,MT Rantu Mondal,বলছি ফারাক্কা বাধে জল এখনও আছে 😂😂😂😂,12/8/2024 14:00
8.54E+14,Rahul Roy,"Bal chhire felbe Bangladesh madhrchod...bhi
kha jaga peyeche chup kore thak",12/8/2024 13:00
6.09E+14,Sagar Halder,এই বাবা ছোদা গুলো কোথা থেকে আসে?,12/8/2024 12:00
1.66E+15,Siri Bikas,গাছে কাঁঠাল গোঁফে তেল,12/8/2024 10:00
1.92E+15,Taj Muhammad Mandal,Bokaa co prerta bllam na,12/8/2024 20:00
4.61E+14,Prasanjit Nath,পাগল হয়ে গেছে এরা,12/8/2024 11:00
1.08E+15,Sömñāth Gāñgüly,দুই দিন পরে ও মরতে বসেছে । ও আসছে আমাদের কলকাতা দখল করতে । বুড়ো বয়সে ভিমরুতি ধরেছে ওর,12/8/2024 10:00
5.95E+14,Lakshmi Kanta Sing Sardar,আমি তো বলবো বাংলাদেশকে খতম করে দাও,12/8/2024 14:00
2.31E+15,Samar Dev,Apni bal cherban,12/8/2024 12:00
1.47E+15,অমিও পণ্ডা,পাগলের প্রলাপ,12/8/2024 10:00
3.97E+14,Sibsankar Mondal,সোজা হয়ে চলতে পারে না কলকাতা দখল করবে,12/8/2024 17:00
1.29E+15,Yousuf Ali,"বাংলাদেশ কলকাতা দখল করবে এটা নিয়ে ভাববেন না ।কারণ সব কথা মুখে বলা যায় । কাজে করা যায় না । তাই অযথা এসব ভিডিও ভাইরাল করবেন না বাংলাদেশের মাথা খারাপ হয়ে গেছে, এদের কথায় কান দেবেন না",12/8/2024 14:00
5.63E+14,Ashok Naskar,আমি বড় বোকাচোদা,12/8/2024 16:00
1.92E+15,পাখি হারা মন,Joy shri ram 🤞,12/8/2024 16:00
5.52E+14,Siva Contresan,বাংলাদেশের কত বোকাচোদা আসছে আমাদের এখানে বাংলাদেশের লোক,12/8/2024 12:00
5.90E+14,Ranjan Maity,তোরা মরেগেছি,12/8/2024 17:00
4.47E+14,Surojit Sardar,"বাংলাদেশের মুতে দিলে ভেসে যাবে, ওকি কলকাতা দখল করবে",12/8/2024 12:00
1.12E+15,Mdaltaf Hussain,মুহিব রমজান বিরতি না আমরা ভারত বিদেশী,12/8/2024 18:00
5.45E+14,Suvo Deep Dutta,"এই কথা টা সোনার পরে আমি,
কি জানি কেন শুনতে পারছি না কানে,,, 😭😭😭😭😭",12/8/2024 12:00
5.59E+14,Trilochan Mishra,Are Bangladesh ki bolcho kuchh to sharm karo,12/8/2024 10:00
5.66E+14,Gour Dey,Parle border cross kar dek ki hoy,12/8/2024 10:00
2.14E+15,Biswanath Ghosh,Khanki boy,12/8/2024 14:00
1.35E+15,Sima Bijoy,"তদের এত সাহস কে দিচ্ছে ,, তোরা কলকাতা কে 4 দীন এ দখল করবি আসে বর্ডার এ টাস কোর দখল তো দূরের কথা",12/8/2024 11:00
5.76E+14,Biswajit Routh,Amader sorkar kichu korchena keno,12/8/2024 12:00
4.83E+14,Aakash Das,Toder army theke BTS army ra mone hoy beshi somman pay🤣🤣,12/8/2024 20:00
